x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4379698634147644,0.808733344078064,-3.477572647625493e-07,0.46353575587272644,0.7401940226554871,-0.0075769671238958836,0.5086433291435242,0.6765058040618896,-0.019070537760853767,0.544797420501709,0.6270796656608582,-0.031072193756699562,0.5596445798873901,0.5787856578826904,-0.04057634249329567,0.5682158470153809,0.6856404542922974,-0.01943773776292801,0.6186574101448059,0.7503018975257874,-0.037228867411613464,0.5926415920257568,0.7668759226799011,-0.04851090908050537,0.567688524723053,0.7498816251754761,-0.055795591324567795,0.5707733035087585,0.7329650521278381,-0.026895638555288315,0.6119745373725891,0.7967543601989746,-0.03688083961606026,0.5858564972877502,0.8078947067260742,-0.040036872029304504,0.563620924949646,0.7867871522903442,-0.043901801109313965,0.5659592151641846,0.7849572896957397,-0.03524921089410782,0.5984615087509155,0.8440985679626465,-0.04343298450112343,0.5729203224182129,0.849672794342041,-0.03830162435770035,0.5517688989639282,0.8287729620933533,-0.03673151880502701,0.5569159388542175,0.8392339944839478,-0.04456651583313942,0.5764772891998291,0.8875357508659363,-0.05062631517648697,0.5525213479995728,0.8880747556686401,-0.045196663588285446,0.5341895222663879,0.8687003254890442,-0.041194770485162735,thumbs up
0.4400847852230072,0.8204184770584106,-2.8009591801492206e-07,0.47536954283714294,0.7525302767753601,-0.005117470398545265,0.5235070586204529,0.6872056126594543,-0.015537905506789684,0.5565579533576965,0.6343569159507751,-0.026501623913645744,0.5712635517120361,0.5858237743377686,-0.034069713205099106,0.5758745074272156,0.6920260190963745,-0.016000578179955482,0.6297168135643005,0.7601224184036255,-0.03329334780573845,0.6028252840042114,0.7732034921646118,-0.0440303198993206,0.5789556503295898,0.7555255889892578,-0.051446396857500076,0.576157808303833,0.7370637655258179,-0.024694908410310745,0.6214386820793152,0.8070352077484131,-0.03340618684887886,0.5945038199424744,0.8128326535224915,-0.034755006432533264,0.5731765031814575,0.7927828431129456,-0.037978727370500565,0.5704237818717957,0.788321316242218,-0.03418831154704094,0.6035588979721069,0.8516136407852173,-0.039027974009513855,0.5776704549789429,0.853117048740387,-0.03113318420946598,0.5578820109367371,0.8329396843910217,-0.02887243591248989,0.5622451901435852,0.8427221179008484,-0.044840797781944275,0.5803696513175964,0.8896914720535278,-0.04624228551983833,0.5543419122695923,0.8894253969192505,-0.038374822586774826,0.5368585586547852,0.8721546530723572,-0.03370291367173195,thumbs up
0.44111368060112,0.8210534453392029,-2.823544491548091e-07,0.475854754447937,0.7532074451446533,-0.006338651292026043,0.5235655307769775,0.6879746317863464,-0.017200354486703873,0.5558884143829346,0.634492039680481,-0.028469014912843704,0.5691237449645996,0.5842875838279724,-0.036158788949251175,0.5745656490325928,0.6894320249557495,-0.016231674700975418,0.6298494338989258,0.7604649662971497,-0.03493751585483551,0.6028349995613098,0.7748705744743347,-0.04645785689353943,0.5780680775642395,0.7578662633895874,-0.05416588857769966,0.575043797492981,0.7337233424186707,-0.024605905637145042,0.6206679940223694,0.8061449527740479,-0.035209253430366516,0.5934879779815674,0.8134504556655884,-0.03725733980536461,0.5716835260391235,0.794850766658783,-0.0404759906232357,0.569722056388855,0.7850812673568726,-0.03409300372004509,0.6027675867080688,0.8498267531394958,-0.04081159085035324,0.5772048830986023,0.8524407148361206,-0.033497054129838943,0.5578871965408325,0.8335452675819397,-0.031008869409561157,0.5625820159912109,0.839682936668396,-0.04477965459227562,0.5800184011459351,0.8875788450241089,-0.04739253222942352,0.5546843409538269,0.8877264857292175,-0.04017195850610733,0.5382896661758423,0.8712344765663147,-0.035658735781908035,thumbs up
0.45166298747062683,0.8366118669509888,-3.3783430808398407e-07,0.4880765974521637,0.7681309580802917,-0.002668132307007909,0.5406466126441956,0.7059304118156433,-0.009950773790478706,0.5736182928085327,0.6562641263008118,-0.01796785742044449,0.5862705111503601,0.6084714531898499,-0.023034866899251938,0.5920335650444031,0.7059444785118103,-0.011172959581017494,0.6424119472503662,0.7827479839324951,-0.026375073939561844,0.6167475581169128,0.792349636554718,-0.036215201020240784,0.5931687355041504,0.7727466821670532,-0.04319348931312561,0.5922265648841858,0.7538533210754395,-0.020210901275277138,0.6343833804130554,0.8237314820289612,-0.027088358998298645,0.6081446409225464,0.8277775645256042,-0.027915386483073235,0.5859829783439636,0.8104021549224854,-0.03060632199048996,0.5864258408546448,0.807974636554718,-0.029824523255228996,0.6174259781837463,0.8646359443664551,-0.03359401598572731,0.5909091830253601,0.8650630712509155,-0.025472436100244522,0.5701281428337097,0.8480512499809265,-0.022699376568198204,0.5777412056922913,0.8648003339767456,-0.04043019935488701,0.5939033627510071,0.9031164050102234,-0.041178859770298004,0.5666875243186951,0.901283323764801,-0.033072635531425476,0.5477207899093628,0.885635256767273,-0.028080759570002556,thumbs up
0.4516383111476898,0.8335933089256287,-3.0871399303578073e-07,0.48864907026290894,0.7672178149223328,-0.0036888369359076023,0.5402472019195557,0.7039979696273804,-0.012102947570383549,0.573164165019989,0.6546235680580139,-0.021221190690994263,0.5870538353919983,0.6064652800559998,-0.027116471901535988,0.5909257531166077,0.707213282585144,-0.011820337735116482,0.6438602209091187,0.7814193367958069,-0.02875405363738537,0.6171733140945435,0.7923252582550049,-0.03988056257367134,0.5922582149505615,0.7725831866264343,-0.04710996523499489,0.5900912284851074,0.7548693418502808,-0.020718609914183617,0.6369662880897522,0.8239609599113464,-0.02925124391913414,0.6099061369895935,0.8288381695747375,-0.030323371291160583,0.5861191153526306,0.809073269367218,-0.03277527540922165,0.5838033556938171,0.8088396787643433,-0.030503254383802414,0.619933009147644,0.8633702993392944,-0.03521958738565445,0.5940572023391724,0.8657891750335693,-0.025892578065395355,0.5723803043365479,0.8479268550872803,-0.02188946306705475,0.5743131041526794,0.8642057776451111,-0.041280683130025864,0.5976547002792358,0.8988353610038757,-0.04166330769658089,0.572250247001648,0.8979672193527222,-0.031660545617341995,0.5529565811157227,0.8823617100715637,-0.025207245722413063,thumbs up
0.4595450162887573,0.8445191383361816,-2.8814557140321995e-07,0.4926241636276245,0.7726475596427917,-0.004273716825991869,0.5431106090545654,0.7085102796554565,-0.014178507030010223,0.5816177129745483,0.6578386425971985,-0.02446753904223442,0.5999249815940857,0.6084778308868408,-0.0315370075404644,0.5995403528213501,0.7105398774147034,-0.01672554947435856,0.6583554744720459,0.7897889018058777,-0.03384922817349434,0.6317240595817566,0.8028680682182312,-0.043824709951877594,0.6047355532646179,0.7840981483459473,-0.05025327950716019,0.6015028953552246,0.7572415471076965,-0.02518402598798275,0.6503093838691711,0.8370472192764282,-0.031702734529972076,0.6227503418922424,0.8459882140159607,-0.03100246749818325,0.6006069779396057,0.826143741607666,-0.03330644965171814,0.5968580842018127,0.8121784925460815,-0.03438287973403931,0.6344674229621887,0.884199321269989,-0.037605464458465576,0.6072263121604919,0.8865069150924683,-0.02871021442115307,0.5865130424499512,0.8647691011428833,-0.026338331401348114,0.5895435214042664,0.870924711227417,-0.0446649007499218,0.6079856753349304,0.9243822693824768,-0.04538695514202118,0.5804166197776794,0.9228130578994751,-0.03786852955818176,0.5622377395629883,0.9023156762123108,-0.03378083556890488,thumbs up
0.45766669511795044,0.8450726866722107,-3.1658279908697295e-07,0.4912208616733551,0.776065468788147,-0.004787065088748932,0.540428876876831,0.711909294128418,-0.01641242764890194,0.5795494914054871,0.6607058048248291,-0.028498075902462006,0.596764326095581,0.6098800897598267,-0.03707573562860489,0.6009209156036377,0.70908522605896,-0.018043914809823036,0.6582319140434265,0.7861576080322266,-0.03639727085828781,0.6296323537826538,0.8051451444625854,-0.04752727970480919,0.6024542450904846,0.7891510725021362,-0.055108994245529175,0.6028484106063843,0.7555932998657227,-0.02752154879271984,0.6501749157905579,0.8359155654907227,-0.03603196516633034,0.6209096908569336,0.848829984664917,-0.03608819842338562,0.5977668762207031,0.829501748085022,-0.038841839879751205,0.5975157022476196,0.8107491731643677,-0.03776588663458824,0.6353367567062378,0.8843576908111572,-0.0439613051712513,0.606476902961731,0.890998363494873,-0.03487474471330643,0.5841584801673889,0.8703383803367615,-0.03181823715567589,0.5893768072128296,0.8701770901679993,-0.048993732780218124,0.6108371019363403,0.9262183904647827,-0.05252062901854515,0.5817205309867859,0.9279781579971313,-0.0445278100669384,0.5616015195846558,0.9084540605545044,-0.0393964983522892,thumbs up
0.4632352888584137,0.8276253938674927,-2.9806869861204177e-07,0.501336395740509,0.7616037130355835,-0.0025653361808508635,0.5498068928718567,0.6997543573379517,-0.010864452458918095,0.5842154026031494,0.6498095393180847,-0.020447196438908577,0.5981891751289368,0.6004623770713806,-0.026865147054195404,0.6063704490661621,0.7025994062423706,-0.008874454535543919,0.6575836539268494,0.7749243974685669,-0.025116290897130966,0.6308635473251343,0.7913118004798889,-0.03658265992999077,0.6051064729690552,0.7742540836334229,-0.04452638700604439,0.6070885062217712,0.7478131651878357,-0.018340181559324265,0.6507256031036377,0.8230319619178772,-0.026748955249786377,0.6235529184341431,0.8319340944290161,-0.030087297782301903,0.5992764830589294,0.810802698135376,-0.0343603678047657,0.6015030145645142,0.7988712191581726,-0.028622940182685852,0.6334843635559082,0.8688037395477295,-0.03441512957215309,0.6068558692932129,0.8729655146598816,-0.029124997556209564,0.584754228591919,0.8506050109863281,-0.027976807206869125,0.592488169670105,0.8524670004844666,-0.0398230105638504,0.6076693534851074,0.9101840853691101,-0.04326492175459862,0.5811181664466858,0.9122912883758545,-0.03787944093346596,0.5624772906303406,0.8923429250717163,-0.034291256219148636,thumbs up
0.4664056599140167,0.8217979669570923,-2.8667699325524154e-07,0.5023009181022644,0.7594600319862366,-0.0035841402132064104,0.5491206645965576,0.6994509696960449,-0.01365863997489214,0.5826941728591919,0.6502840518951416,-0.02484901249408722,0.5964611172676086,0.601151704788208,-0.03273417428135872,0.6065740585327148,0.7008371353149414,-0.012306075543165207,0.6583532094955444,0.7725720405578613,-0.03003871999680996,0.632073163986206,0.7898268103599548,-0.041757117956876755,0.6066897511482239,0.7733759880065918,-0.04955693334341049,0.6068785190582275,0.7446275353431702,-0.02167457714676857,0.6490895748138428,0.8182578682899475,-0.03111766092479229,0.6223469972610474,0.8276125192642212,-0.0333196297287941,0.5995001792907715,0.8069778680801392,-0.03678509593009949,0.6004754304885864,0.7944655418395996,-0.03202351555228233,0.6313103437423706,0.861504077911377,-0.03846960514783859,0.6053434610366821,0.8661420345306396,-0.03171736001968384,0.5846490859985352,0.8448625206947327,-0.029606185853481293,0.5910688042640686,0.8472278118133545,-0.04337984323501587,0.6074444651603699,0.9016274213790894,-0.046836819499731064,0.5819228887557983,0.9033682346343994,-0.04039512947201729,0.5643472671508789,0.8847433924674988,-0.03611825034022331,thumbs up
0.46183526515960693,0.8045983910560608,-3.0697069064444804e-07,0.49428150057792664,0.7356931567192078,-0.003430209355428815,0.5422950983047485,0.674126386642456,-0.012121540494263172,0.5753358006477356,0.6252745389938354,-0.02222447097301483,0.5886052846908569,0.5771554708480835,-0.029380496591329575,0.5991412401199341,0.6782277822494507,-0.009933272376656532,0.6464890241622925,0.7504574656486511,-0.025752153247594833,0.6198502779006958,0.7660808563232422,-0.03691472113132477,0.5946264266967773,0.7488735318183899,-0.04482702165842056,0.6003046631813049,0.7234061360359192,-0.019333872944116592,0.6381378769874573,0.7959292531013489,-0.027703354135155678,0.6118230223655701,0.8056278228759766,-0.03144711256027222,0.589552104473114,0.7873102426528931,-0.035988617688417435,0.5945018529891968,0.7746720910072327,-0.029538469389081,0.622468113899231,0.8405451774597168,-0.03494449704885483,0.5968451499938965,0.8469792604446411,-0.029922768473625183,0.5766051411628723,0.8278535604476929,-0.02897738665342331,0.5854980945587158,0.8296276330947876,-0.04080970212817192,0.6020747423171997,0.8851929903030396,-0.0438975915312767,0.5792680382728577,0.8888679146766663,-0.038574397563934326,0.5635582208633423,0.8717502355575562,-0.03500441089272499,thumbs up
